D000001	pharmacologicalAction	D000900
D000001	pharmacologicalAction	D061207
D000002	pharmacologicalAction	D007306
D000005	narrower	D006119
D000005	narrower	D007264
D000005	narrower	D014472
D000005	narrower	D034841
D000005	narrower	D034861
D000007	narrower	D006549
D000007	narrower	D013161
D000007	narrower	D013275
D000008	narrower	D010534
D000008	narrower	D012186
D000008	narrower	D058288
D000009	narrower	D000071596
D000009	narrower	D017568
D000009	narrower	D017773
D000009	seeAlso	D034861
D000010	seeAlso	D065827
D000013	narrower	D000014
D000013	narrower	D000015
D000013	narrower	D000016
D000013	narrower	D004065
D000013	narrower	D005124
D000013	narrower	D009008
D000013	narrower	D009139
D000013	narrower	D009421
D000013	narrower	D012857
D000013	narrower	D012868
D000013	narrower	D014564
D000013	narrower	D015619
D000013	narrower	D018376
D000013	narrower	D018640
D000013	narrower	D025063
D000013	narrower	D044148
D000013	narrower	D050033
D000013	narrower	D058540
D000013	narrower	D065630
D000013	narrower	D065817
D000014	seeAlso	D013723
D000014	seeAlso	D064793
D000015	narrower	D000072661
D000015	narrower	D000073839
D000015	narrower	D000073842
D000015	narrower	D001478
D000015	narrower	D001506
D000015	narrower	D001816
D000015	narrower	D003057
D000015	narrower	D003410
D000015	narrower	D003635
D000015	narrower	D004314
D000015	narrower	D004476
D000015	narrower	D005736
D000015	narrower	D007184
D000015	narrower	D007690
D000015	narrower	D007849
D000015	narrower	D008382
D000015	narrower	D009261
D000015	narrower	D009800
D000015	narrower	D009958
D000015	narrower	D011218
D000015	narrower	D011535
D000015	narrower	D012410
D000015	narrower	D012415
D000015	narrower	D012779
D000015	narrower	D014849
D000015	narrower	D015211
D000015	narrower	D016142
D000015	narrower	D016715
D000015	narrower	D016738
D000015	narrower	D016878
D000015	narrower	D017204
D000015	narrower	D019082
D000015	narrower	D019280
D000015	narrower	D020331
D000015	narrower	D044542
D000015	narrower	D054000
D000015	narrower	D054062
D000015	narrower	D054463
D000015	narrower	D054877
D000015	narrower	D054975
D000015	narrower	D055947
D000015	narrower	D056685
D000015	narrower	D056730
D000015	narrower	D056731
D000015	narrower	D056732
D000015	narrower	D056733
D000015	narrower	D056734
D000015	narrower	D056770
D000015	narrower	D056830
D000015	narrower	D056846
D000015	narrower	D056889
D000015	narrower	D058165
D000015	narrower	D058495
D000015	narrower	D058496
D000015	narrower	D058497
D000015	narrower	D058502
D000015	narrower	D059446
D000015	seeAlso	D008607
D000016	seeAlso	D064793
D000019	narrower	D000020
D000019	narrower	D000021
D000019	seeAlso	D010120
D000022	narrower	D000026
D000022	narrower	D000027
D000022	narrower	D000030
D000022	narrower	D000031
D000022	narrower	D000034
D000022	narrower	D020964
D000022	seeAlso	D000019
D000022	seeAlso	D037881
D000026	narrower	D002581
D000026	seeAlso	D005313
D000026	seeAlso	D020964
D000028	narrower	D000025
D000028	narrower	D000029
D000028	narrower	D000032
D000028	narrower	D018607
D000028	seeAlso	D037881
D000034	narrower	D002007
D000035	narrower	D002399
D000038	narrower	D000039
D000038	narrower	D001922
D000038	narrower	D008169
D000038	narrower	D010482
D000038	narrower	D010508
D000038	narrower	D016659
D000038	narrower	D017703
D000038	narrower	D018784
D000038	narrower	D020802
D000038	seeAlso	D004653
D000040	pharmacologicalAction	D010937
D000042	narrower	D065567
D000042	narrower	D065966
D000042	seeAlso	D007408
D000042	seeAlso	D012869
D000046	narrower	D006784
D000046	narrower	D012577
D000046	seeAlso	D062606
D000047	narrower	D009307
D000047	narrower	D009316
D000048	narrower	D048248
D000049	narrower	D008990
D000053	narrower	D008925
D000053	narrower	D013987
D000054	narrower	D003654
D000056	narrower	D012449
D000056	seeAlso	D011482
D000059	narrower	D000056
D000059	narrower	D000058
D000059	narrower	D000060
D000059	narrower	D000061
D000059	narrower	D000062
D000059	narrower	D000063
D000059	narrower	D004332
D000059	narrower	D018788
D000059	narrower	D055884
D000059	narrower	D055885
D000062	seeAlso	D009784
D000062	seeAlso	D060051
D000063	seeAlso	D012622
D000063	seeAlso	D017278
D000064	narrower	D000071436
D000064	narrower	D055049
D000066	narrower	D000067
D000066	narrower	D000067012
D000066	narrower	D000067571
D000066	narrower	D003862
D000066	narrower	D005375
D000066	narrower	D010350
D000066388	narrower	D000067071
D000066388	seeAlso	D005579
D000066388	seeAlso	D010578
D000066388	seeAlso	D059206
D000066428	seeAlso	D005579
D000066477	seeAlso	D017132
D000066479	narrower	D000066448
D000066479	narrower	D000075665
D000066479	seeAlso	D003415
D000066479	seeAlso	D003417
D000066479	seeAlso	D057237
D000066491	narrower	D000086723
D000066491	seeAlso	D000080105
D000066491	seeAlso	D003661
D000066491	seeAlso	D020000
D000066492	seeAlso	D003072
D000066498	narrower	D000073859
D000066498	seeAlso	D000275
D000066498	seeAlso	D012917
D000066499	seeAlso	D020238
D000066499	seeAlso	D056667
D000066502	seeAlso	D005190
D000066506	seeAlso	D000067508
D000066506	seeAlso	D001185
D000066511	narrower	D013179
D000066511	seeAlso	D012742
D000066530	narrower	D000071939
D000066530	narrower	D000091942
D000066553	seeAlso	D019958
D000066608	seeAlso	D000067292
D000066670	seeAlso	D009473
D000066673	seeAlso	D013234
D000066768	seeAlso	D006233
D000066888	narrower	D000074421
D000066888	narrower	D001628
D000066888	narrower	D005502
D000066888	narrower	D009747
D000066908	narrower	D000070856
D000066908	narrower	D016544
D000066949	seeAlso	D058025
D000066988	narrower	D000066989
D000066988	seeAlso	D000095500
D000066988	seeAlso	D014676
D000066989	seeAlso	D000067269
D000067010	seeAlso	D006236
D000067010	seeAlso	D011932
D000067010	seeAlso	D014956
D000067010	seeAlso	D057220
D000067011	narrower	D007732
D000067012	seeAlso	D020402
D000067029	narrower	D001827
D000067029	narrower	D001835
D000067029	narrower	D012880
D000067029	narrower	D013008
D000067029	seeAlso	D001828
D000067073	narrower	D000080037
D000067073	seeAlso	D013313
