10002944	narrower	10002944.10011122.10002945
10002944	narrower	10002944.10011122.10002946
10002944	narrower	10002944.10011122.10002947
10002944	narrower	10002944.10011122.10002948
10002944	narrower	10002944.10011122.10002949
10002944	narrower	10002944.10011122.10003459
10002944	narrower	10002944.10011123.10010577
10002944	narrower	10002944.10011123.10010912
10002944	narrower	10002944.10011123.10010916
10002944	narrower	10002944.10011123.10011124
10002944	narrower	10002944.10011123.10011130
10002944	narrower	10002944.10011123.10011131
10002944	narrower	10002944.10011123.10011133
10002944	narrower	10002944.10011123.10011673
10002944	narrower	10002944.10011123.10011674
10002944	narrower	10002944.10011123.10011675
10002944	narrower	10002944.10011123.10011676
10002950	narrower	10002950.10003624.10003625
10002950	narrower	10002950.10003624.10003625.10003626
10002950	narrower	10002950.10003624.10003625.10003627
10002950	narrower	10002950.10003624.10003625.10003628
10002950	narrower	10002950.10003624.10003625.10003629
10002950	narrower	10002950.10003624.10003625.10003630
10002950	narrower	10002950.10003624.10003625.10003631
10002950	narrower	10002950.10003624.10003625.10003632
10002950	narrower	10002950.10003624.10003633
10002950	narrower	10002950.10003624.10003633.10003634
10002950	narrower	10002950.10003624.10003633.10003637
10002950	narrower	10002950.10003624.10003633.10003638
10002950	narrower	10002950.10003624.10003633.10003639
10002950	narrower	10002950.10003624.10003633.10003640
10002950	narrower	10002950.10003624.10003633.10003641
10002950	narrower	10002950.10003624.10003633.10003642
10002950	narrower	10002950.10003624.10003633.10003643
10002950	narrower	10002950.10003624.10003633.10003644
10002950	narrower	10002950.10003624.10003633.10003645
10002950	narrower	10002950.10003624.10003633.10003646
10002950	narrower	10002950.10003624.10003633.10003647
10002950	narrower	10002950.10003624.10003633.10010917
10002950	narrower	10002950.10003624.10003633.10010918
10002950	narrower	10002950.10003648.10003649
10002950	narrower	10002950.10003648.10003649.10003650
10002950	narrower	10002950.10003648.10003649.10003651
10002950	narrower	10002950.10003648.10003649.10003652
10002950	narrower	10002950.10003648.10003649.10003653
10002950	narrower	10002950.10003648.10003649.10003654
10002950	narrower	10002950.10003648.10003649.10003655
10002950	narrower	10002950.10003648.10003649.10003656
10002950	narrower	10002950.10003648.10003649.10003657
10002950	narrower	10002950.10003648.10003649.10003657.10003658
10002950	narrower	10002950.10003648.10003649.10003657.10003659
10002950	narrower	10002950.10003648.10003649.10003657.10003661
10002950	narrower	10002950.10003648.10003662
10002950	narrower	10002950.10003648.10003662.10003663
10002950	narrower	10002950.10003648.10003662.10003664
10002950	narrower	10002950.10003648.10003662.10003665
10002950	narrower	10002950.10003648.10003662.10003666
10002950	narrower	10002950.10003648.10003662.10003667
10002950	narrower	10002950.10003648.10003662.10003667.10003668
10002950	narrower	10002950.10003648.10003662.10003669
10002950	narrower	10002950.10003648.10003670
10002950	narrower	10002950.10003648.10003670.10003673
10002950	narrower	10002950.10003648.10003670.10003674
10002950	narrower	10002950.10003648.10003670.10003675
10002950	narrower	10002950.10003648.10003670.10003676
10002950	narrower	10002950.10003648.10003670.10003677
10002950	narrower	10002950.10003648.10003670.10003677.10003678
10002950	narrower	10002950.10003648.10003670.10003677.10003679
10002950	narrower	10002950.10003648.10003670.10003677.10003680
10002950	narrower	10002950.10003648.10003670.10003677.10003681
10002950	narrower	10002950.10003648.10003670.10003682
10002950	narrower	10002950.10003648.10003670.10003683
10002950	narrower	10002950.10003648.10003670.10003684
10002950	narrower	10002950.10003648.10003670.10003684.10003685
10002950	narrower	10002950.10003648.10003670.10003684.10003686
10002950	narrower	10002950.10003648.10003670.10003687
10002950	narrower	10002950.10003648.10003671
10002950	narrower	10002950.10003648.10003688
10002950	narrower	10002950.10003648.10003688.10003689
10002950	narrower	10002950.10003648.10003688.10003690
10002950	narrower	10002950.10003648.10003688.10003691
10002950	narrower	10002950.10003648.10003688.10003691.10003692
10002950	narrower	10002950.10003648.10003688.10003693
10002950	narrower	10002950.10003648.10003688.10003694
10002950	narrower	10002950.10003648.10003688.10003695
10002950	narrower	10002950.10003648.10003688.10003696
10002950	narrower	10002950.10003648.10003688.10003697
10002950	narrower	10002950.10003648.10003688.10003698
10002950	narrower	10002950.10003648.10003688.10003699
10002950	narrower	10002950.10003648.10003700
10002950	narrower	10002950.10003648.10003700.10003701
10002950	narrower	10002950.10003648.10003702
10002950	narrower	10002950.10003648.10003703
10002950	narrower	10002950.10003648.10003704
10002950	narrower	10002950.10003705.10003707
10002950	narrower	10002950.10003705.10003708
10002950	narrower	10002950.10003705.10011686
10002950	narrower	10002950.10003712.10003713
10002950	narrower	10002950.10003714.10003715
10002950	narrower	10002950.10003714.10003715.10003717
10002950	narrower	10002950.10003714.10003715.10003718
10002950	narrower	10002950.10003714.10003715.10003719
10002950	narrower	10002950.10003714.10003715.10003720
10002950	narrower	10002950.10003714.10003715.10003720.10003747
10002950	narrower	10002950.10003714.10003715.10003721
10002950	narrower	10002950.10003714.10003715.10003722
10002950	narrower	10002950.10003714.10003715.10003724
